playerID,award,year,lgID,note,pos
flamafe01,Second Team All-Star,1957,NHL,,D
henryca01,Second Team All-Star,1957,NHL,,LW
plantja01,Second Team All-Star,1957,NHL,,G
pronoma01,Second Team All-Star,1957,NHL,,D
plantja01,Vezina,1957,NHL,,
mooredi01,Art Ross,1958,NHL,,
backsra01,Calder,1958,NHL,,
bathgan01,First Team All-Star,1958,NHL,,RW
belivje01,First Team All-Star,1958,NHL,,C
gadsbbi01,First Team All-Star,1958,NHL,,D
johnsto01,First Team All-Star,1958,NHL,,D
mooredi01,First Team All-Star,1958,NHL,,LW
plantja01,First Team All-Star,1958,NHL,,G
bathgan01,Hart,1958,NHL,,
delveal01,Lady Byng,1958,NHL,,
johnsto01,Norris,1958,NHL,,
delveal01,Second Team All-Star,1958,NHL,,LW
harvedo01,Second Team All-Star,1958,NHL,,D
howego01,Second Team All-Star,1958,NHL,,RW
pronoma01,Second Team All-Star,1958,NHL,,D
richahe01,Second Team All-Star,1958,NHL,,C
sawchte01,Second Team All-Star,1958,NHL,,G
plantja01,Vezina,1958,NHL,,
hullbo01,Art Ross,1959,NHL,,
haybi01,Calder,1959,NHL,,
belivje01,First Team All-Star,1959,NHL,,C
hallgl01,First Team All-Star,1959,NHL,,G
harvedo01,First Team All-Star,1959,NHL,,D
howego01,First Team All-Star,1959,NHL,,RW
hullbo01,First Team All-Star,1959,NHL,,LW
pronoma01,First Team All-Star,1959,NHL,,D
howego01,Hart,1959,NHL,,
mckendo01,Lady Byng,1959,NHL,,
harvedo01,Norris,1959,NHL,,
geoffbe01,Second Team All-Star,1959,NHL,,RW
horvabr01,Second Team All-Star,1959,NHL,,C
pilotpi01,Second Team All-Star,1959,NHL,,D
plantja01,Second Team All-Star,1959,NHL,,G
prentde01,Second Team All-Star,1959,NHL,,LW
stanlal01,Second Team All-Star,1959,NHL,,D
plantja01,Vezina,1959,NHL,,
geoffbe01,Art Ross,1960,NHL,,
keonda01,Calder,1960,NHL,,
belivje01,First Team All-Star,1960,NHL,,C
bowerjo01,First Team All-Star,1960,NHL,,G
geoffbe01,First Team All-Star,1960,NHL,,RW
harvedo01,First Team All-Star,1960,NHL,,D
mahovfr01,First Team All-Star,1960,NHL,,LW
pronoma01,First Team All-Star,1960,NHL,,D
geoffbe01,Hart,1960,NHL,,
kellyre01,Lady Byng,1960,NHL,,
harvedo01,Norris,1960,NHL,,
hallgl01,Second Team All-Star,1960,NHL,,G
howego01,Second Team All-Star,1960,NHL,,RW
mooredi01,Second Team All-Star,1960,NHL,,LW
pilotpi01,Second Team All-Star,1960,NHL,,D
richahe01,Second Team All-Star,1960,NHL,,C
stanlal01,Second Team All-Star,1960,NHL,,D
bowerjo01,Vezina,1960,NHL,,
hullbo01,Art Ross,1961,NHL,,
roussbo01,Calder,1961,NHL,,
bathgan01,First Team All-Star,1961,NHL,,RW
harvedo01,First Team All-Star,1961,NHL,,D
hullbo01,First Team All-Star,1961,NHL,,LW
mikitst01,First Team All-Star,1961,NHL,,C
plantja01,First Team All-Star,1961,NHL,,G
talboje01,First Team All-Star,1961,NHL,,D
plantja01,Hart,1961,NHL,,
keonda01,Lady Byng,1961,NHL,,
harvedo01,Norris,1961,NHL,,
breweca01,Second Team All-Star,1961,NHL,,D
hallgl01,Second Team All-Star,1961,NHL,,G
howego01,Second Team All-Star,1961,NHL,,RW
keonda01,Second Team All-Star,1961,NHL,,C
mahovfr01,Second Team All-Star,1961,NHL,,LW
pilotpi01,Second Team All-Star,1961,NHL,,D
plantja01,Vezina,1961,NHL,,
howego01,Art Ross,1962,NHL,,
douglke01,Calder,1962,NHL,,
breweca01,First Team All-Star,1962,NHL,,D
hallgl01,First Team All-Star,1962,NHL,,G
howego01,First Team All-Star,1962,NHL,,RW
mahovfr01,First Team All-Star,1962,NHL,,LW
mikitst01,First Team All-Star,1962,NHL,,C
pilotpi01,First Team All-Star,1962,NHL,,D
howego01,Hart,1962,NHL,,
keonda01,Lady Byng,1962,NHL,,
pilotpi01,Norris,1962,NHL,,
bathgan01,Second Team All-Star,1962,NHL,,RW
hortoti01,Second Team All-Star,1962,NHL,,D
hullbo01,Second Team All-Star,1962,NHL,,LW
richahe01,Second Team All-Star,1962,NHL,,C
sawchte01,Second Team All-Star,1962,NHL,,G
vaskomo01,Second Team All-Star,1962,NHL,,D
hallgl01,Vezina,1962,NHL,,
mikitst01,Art Ross,1963,NHL,,
laperja01,Calder,1963,NHL,,
hallgl01,First Team All-Star,1963,NHL,,G
hortoti01,First Team All-Star,1963,NHL,,D
hullbo01,First Team All-Star,1963,NHL,,LW
mikitst01,First Team All-Star,1963,NHL,,C
pilotpi01,First Team All-Star,1963,NHL,,D
wharrke01,First Team All-Star,1963,NHL,,RW
belivje01,Hart,1963,NHL,,
wharrke01,Lady Byng,1963,NHL,,
pilotpi01,Norris,1963,NHL,,
belivje01,Second Team All-Star,1963,NHL,,C
hodgech01,Second Team All-Star,1963,NHL,,G
howego01,Second Team All-Star,1963,NHL,,RW
laperja01,Second Team All-Star,1963,NHL,,D
mahovfr01,Second Team All-Star,1963,NHL,,LW
vaskomo01,Second Team All-Star,1963,NHL,,D
hodgech01,Vezina,1963,NHL,,
mikitst01,Art Ross,1964,NHL,,
croziro01,Calder,1964,NHL,,
belivje01,Conn Smythe,1964,NHL,,
croziro01,First Team All-Star,1964,NHL,,G
hullbo01,First Team All-Star,1964,NHL,,LW
laperja01,First Team All-Star,1964,NHL,,D
pilotpi01,First Team All-Star,1964,NHL,,D
provocl01,First Team All-Star,1964,NHL,,RW
ullmano01,First Team All-Star,1964,NHL,,C
hullbo01,Hart,1964,NHL,,
hullbo01,Lady Byng,1964,NHL,,
pilotpi01,Norris,1964,NHL,,
breweca01,Second Team All-Star,1964,NHL,,D
gadsbbi01,Second Team All-Star,1964,NHL,,D
hodgech01,Second Team All-Star,1964,NHL,,G
howego01,Second Team All-Star,1964,NHL,,RW
mahovfr01,Second Team All-Star,1964,NHL,,LW
mikitst01,Second Team All-Star,1964,NHL,,C
bowerjo01,Vezina,1964,NHL,shared,
sawchte01,Vezina,1964,NHL,shared,
hullbo01,Art Ross,1965,NHL,,
selbybr01,Calder,1965,NHL,,
croziro01,Conn Smythe,1965,NHL,,
hallgl01,First Team All-Star,1965,NHL,,G
howego01,First Team All-Star,1965,NHL,,RW
hullbo01,First Team All-Star,1965,NHL,,LW
laperja01,First Team All-Star,1965,NHL,,D
mikitst01,First Team All-Star,1965,NHL,,C
pilotpi01,First Team All-Star,1965,NHL,,D
hullbo01,Hart,1965,NHL,,
delveal01,Lady Byng,1965,NHL,,
laperja01,Norris,1965,NHL,,
belivje01,Second Team All-Star,1965,NHL,,C
mahovfr01,Second Team All-Star,1965,NHL,,LW
roussbo01,Second Team All-Star,1965,NHL,,RW
stanlal01,Second Team All-Star,1965,NHL,,D
staplpa01,Second Team All-Star,1965,NHL,,D
worslgu01,Second Team All-Star,1965,NHL,,G
hodgech01,Vezina,1965,NHL,shared,
worslgu01,Vezina,1965,NHL,shared,
mikitst01,Art Ross,1966,NHL,,
orrbo01,Calder,1966,NHL,,
keonda01,Conn Smythe,1966,NHL,,
giacoed01,First Team All-Star,1966,NHL,,G
howelha01,First Team All-Star,1966,NHL,,D
hullbo01,First Team All-Star,1966,NHL,,LW
mikitst01,First Team All-Star,1966,NHL,,C
pilotpi01,First Team All-Star,1966,NHL,,D
wharrke01,First Team All-Star,1966,NHL,,RW
mikitst01,Hart,1966,NHL,,
mikitst01,Lady Byng,1966,NHL,,
howelha01,Norris,1966,NHL,,
hallgl01,Second Team All-Star,1966,NHL,,G
hortoti01,Second Team All-Star,1966,NHL,,D
howego01,Second Team All-Star,1966,NHL,,RW
marshdo01,Second Team All-Star,1966,NHL,,LW
orrbo01,Second Team All-Star,1966,NHL,,D
ullmano01,Second Team All-Star,1966,NHL,,C
dejorde01,Vezina,1966,NHL,shared,
hallgl01,Vezina,1966,NHL,shared,
mikitst01,Art Ross,1967,NHL,,
sandede01,Calder,1967,NHL,,
hallgl01,Conn Smythe,1967,NHL,,
hortoti01,First Team All-Star,1967,NHL,,D
howego01,First Team All-Star,1967,NHL,,RW
hullbo01,First Team All-Star,1967,NHL,,LW
mikitst01,First Team All-Star,1967,NHL,,C
orrbo01,First Team All-Star,1967,NHL,,D
worslgu01,First Team All-Star,1967,NHL,,G
mikitst01,Hart,1967,NHL,,
mikitst01,Lady Byng,1967,NHL,,
provocl01,Masterton,1967,NHL,,
orrbo01,Norris,1967,NHL,,
bucykjo01,Second Team All-Star,1967,NHL,,LW
esposph01,Second Team All-Star,1967,NHL,,C
giacoed01,Second Team All-Star,1967,NHL,,G
gilbero01,Second Team All-Star,1967,NHL,,RW
neilsji01,Second Team All-Star,1967,NHL,,D
trembjc01,Second Team All-Star,1967,NHL,,D
vachoro01,Vezina,1967,NHL,shared,
worslgu01,Vezina,1967,NHL,shared,
esposph01,Art Ross,1968,NHL,,
grantda01,Calder,1968,NHL,,
savarse01,Conn Smythe,1968,NHL,,
esposph01,First Team All-Star,1968,NHL,,C
hallgl01,First Team All-Star,1968,NHL,,G
hortoti01,First Team All-Star,1968,NHL,,D
howego01,First Team All-Star,1968,NHL,,RW
hullbo01,First Team All-Star,1968,NHL,,LW
orrbo01,First Team All-Star,1968,NHL,,D
esposph01,Hart,1968,NHL,,
delveal01,Lady Byng,1968,NHL,,
hampste01,Masterton,1968,NHL,,
orrbo01,Norris,1968,NHL,,
belivje01,Second Team All-Star,1968,NHL,,C
cournyv01,Second Team All-Star,1968,NHL,,RW
giacoed01,Second Team All-Star,1968,NHL,,G
greente01,Second Team All-Star,1968,NHL,,D
harrite01,Second Team All-Star,1968,NHL,,D
mahovfr01,Second Team All-Star,1968,NHL,,LW
hallgl01,Vezina,1968,NHL,shared,
plantja01,Vezina,1968,NHL,shared,
orrbo01,Art Ross,1969,NHL,,
esposto01,Calder,1969,NHL,,
orrbo01,Conn Smythe,1969,NHL,,
esposph01,First Team All-Star,1969,NHL,,C
esposto01,First Team All-Star,1969,NHL,,G
howego01,First Team All-Star,1969,NHL,,RW
hullbo01,First Team All-Star,1969,NHL,,LW
orrbo01,First Team All-Star,1969,NHL,,D
parkbr01,First Team All-Star,1969,NHL,,D
orrbo01,Hart,1969,NHL,,
goyetph01,Lady Byng,1969,NHL,,
martipi01,Masterton,1969,NHL,,
orrbo01,Norris,1969,NHL,,
breweca01,Second Team All-Star,1969,NHL,,D
giacoed01,Second Team All-Star,1969,NHL,,G
laperja01,Second Team All-Star,1969,NHL,,D
mahovfr01,Second Team All-Star,1969,NHL,,LW
mckenjo01,Second Team All-Star,1969,NHL,,RW
mikitst01,Second Team All-Star,1969,NHL,,C
esposto01,Vezina,1969,NHL,,
esposph01,Art Ross,1970,NHL,,
perregi01,Calder,1970,NHL,,
drydeke01,Conn Smythe,1970,NHL,,
bucykjo01,First Team All-Star,1970,NHL,,LW
esposph01,First Team All-Star,1970,NHL,,C
giacoed01,First Team All-Star,1970,NHL,,G
hodgeke01,First Team All-Star,1970,NHL,,RW
orrbo01,First Team All-Star,1970,NHL,,D
trembjc01,First Team All-Star,1970,NHL,,D
orrbo01,Hart,1970,NHL,,
bucykjo01,Lady Byng,1970,NHL,,
ratelje01,Masterton,1970,NHL,,
orrbo01,Norris,1970,NHL,,
esposph01,Pearson,1970,NHL,,
cournyv01,Second Team All-Star,1970,NHL,,RW
hullbo01,Second Team All-Star,1970,NHL,,LW
keonda01,Second Team All-Star,1970,NHL,,C
parkbr01,Second Team All-Star,1970,NHL,,D
plantja01,Second Team All-Star,1970,NHL,,G
staplpa01,Second Team All-Star,1970,NHL,,D
giacoed01,Vezina,1970,NHL,shared,
villegi01,Vezina,1970,NHL,shared,
esposph01,Art Ross,1971,NHL,,
drydeke01,Calder,1971,NHL,,
orrbo01,Conn Smythe,1971,NHL,,
esposph01,First Team All-Star,1971,NHL,,C
esposto01,First Team All-Star,1971,NHL,,G
gilbero01,First Team All-Star,1971,NHL,,RW
hullbo01,First Team All-Star,1971,NHL,,LW
orrbo01,First Team All-Star,1971,NHL,,D
parkbr01,First Team All-Star,1971,NHL,,D
orrbo01,Hart,1971,NHL,,
ratelje01,Lady Byng,1971,NHL,,
clarkbo01,Masterton,1971,NHL,,
orrbo01,Norris,1971,NHL,,
ratelje01,Pearson,1971,NHL,,
cournyv01,Second Team All-Star,1971,NHL,,RW
drydeke01,Second Team All-Star,1971,NHL,,G
hadfivi01,Second Team All-Star,1971,NHL,,LW
ratelje01,Second Team All-Star,1971,NHL,,C
staplpa01,Second Team All-Star,1971,NHL,,D
whitebi01,Second Team All-Star,1971,NHL,,D
esposto01,Vezina,1971,NHL,shared,
smithga01,Vezina,1971,NHL,shared,
esposph01,Art Ross,1972,NHL,,
vickest01,Calder,1972,NHL,,
cournyv01,Conn Smythe,1972,NHL,,
drydeke01,First Team All-Star,1972,NHL,,G
esposph01,First Team All-Star,1972,NHL,,C
lapoigu01,First Team All-Star,1972,NHL,,D
mahovfr01,First Team All-Star,1972,NHL,,LW
orrbo01,First Team All-Star,1972,NHL,,D
redmomi01,First Team All-Star,1972,NHL,,RW
clarkbo01,Hart,1972,NHL,,
perregi01,Lady Byng,1972,NHL,,
macdolo01,Masterton,1972,NHL,,
orrbo01,Norris,1972,NHL,,
esposph01,Pearson,1972,NHL,,
clarkbo01,Second Team All-Star,1972,NHL,,C
cournyv01,Second Team All-Star,1972,NHL,,RW
esposto01,Second Team All-Star,1972,NHL,,G
hullde01,Second Team All-Star,1972,NHL,,LW
parkbr01,Second Team All-Star,1972,NHL,,D
whitebi01,Second Team All-Star,1972,NHL,,D
drydeke01,Vezina,1972,NHL,,
esposph01,Art Ross,1973,NHL,,
potvide01,Calder,1973,NHL,,
parenbe01,Conn Smythe,1973,NHL,,
esposph01,First Team All-Star,1973,NHL,,C
hodgeke01,First Team All-Star,1973,NHL,,RW
martiri01,First Team All-Star,1973,NHL,,LW
orrbo01,First Team All-Star,1973,NHL,,D
parenbe01,First Team All-Star,1973,NHL,,G
parkbr01,First Team All-Star,1973,NHL,,D
esposph01,Hart,1973,NHL,,
bucykjo01,Lady Byng,1973,NHL,,
richahe01,Masterton,1973,NHL,,
orrbo01,Norris,1973,NHL,,
clarkbo01,Pearson,1973,NHL,,
ashbeba01,Second Team All-Star,1973,NHL,,D
cashmwa01,Second Team All-Star,1973,NHL,,LW
clarkbo01,Second Team All-Star,1973,NHL,,C
esposto01,Second Team All-Star,1973,NHL,,G
redmomi01,Second Team All-Star,1973,NHL,,RW
whitebi01,Second Team All-Star,1973,NHL,,D
esposto01,Vezina,1973,NHL,tie,
parenbe01,Vezina,1973,NHL,tie,
orrbo01,Art Ross,1974,NHL,,
vailer01,Calder,1974,NHL,,
parenbe01,Conn Smythe,1974,NHL,,
clarkbo01,First Team All-Star,1974,NHL,,C
laflegu01,First Team All-Star,1974,NHL,,RW
martiri01,First Team All-Star,1974,NHL,,LW
orrbo01,First Team All-Star,1974,NHL,,D
parenbe01,First Team All-Star,1974,NHL,,G
potvide01,First Team All-Star,1974,NHL,,D
clarkbo01,Hart,1974,NHL,,
dionnma01,Lady Byng,1974,NHL,,
lucedo01,Masterton,1974,NHL,,
orrbo01,Norris,1974,NHL,,
orrbo01,Pearson,1974,NHL,,
esposph01,Second Team All-Star,1974,NHL,,C
lapoigu01,Second Team All-Star,1974,NHL,,D
roberre01,Second Team All-Star,1974,NHL,,RW
salmibo01,Second Team All-Star,1974,NHL,,D
vachoro01,Second Team All-Star,1974,NHL,,G
vickest01,Second Team All-Star,1974,NHL,,LW
parenbe01,Vezina,1974,NHL,,
laflegu01,Art Ross,1975,NHL,,
trottbr01,Calder,1975,NHL,,
leachre01,Conn Smythe,1975,NHL,,
barbebi01,First Team All-Star,1975,NHL,,LW
clarkbo01,First Team All-Star,1975,NHL,,C
drydeke01,First Team All-Star,1975,NHL,,G
laflegu01,First Team All-Star,1975,NHL,,RW
parkbr01,First Team All-Star,1975,NHL,,D
potvide01,First Team All-Star,1975,NHL,,D
clarkbo01,Hart,1975,NHL,,
ratelje01,Lady Byng,1975,NHL,,
gilbero01,Masterton,1975,NHL,,
potvide01,Norris,1975,NHL,,
laflegu01,Pearson,1975,NHL,,
lapoigu01,Second Team All-Star,1975,NHL,,D
leachre01,Second Team All-Star,1975,NHL,,RW
martiri01,Second Team All-Star,1975,NHL,,LW
perregi01,Second Team All-Star,1975,NHL,,C
reschgl01,Second Team All-Star,1975,NHL,,G
salmibo01,Second Team All-Star,1975,NHL,,D
drydeke01,Vezina,1975,NHL,,
laflegu01,Art Ross,1976,NHL,,
plettwi01,Calder,1976,NHL,,
laflegu01,Conn Smythe,1976,NHL,,
dionnma01,First Team All-Star,1976,NHL,,C
drydeke01,First Team All-Star,1976,NHL,,G
laflegu01,First Team All-Star,1976,NHL,,RW
robinla01,First Team All-Star,1976,NHL,,D
salmibo01,First Team All-Star,1976,NHL,,D
shuttst01,First Team All-Star,1976,NHL,,LW
laflegu01,Hart,1976,NHL,,
dionnma01,Lady Byng,1976,NHL,,
westfed01,Masterton,1976,NHL,,
robinla01,Norris,1976,NHL,,
laflegu01,Pearson,1976,NHL,,
lapoigu01,Second Team All-Star,1976,NHL,,D
martiri01,Second Team All-Star,1976,NHL,,LW
mcdonla01,Second Team All-Star,1976,NHL,,RW
perregi01,Second Team All-Star,1976,NHL,,C
potvide01,Second Team All-Star,1976,NHL,,D
vachoro01,Second Team All-Star,1976,NHL,,G
drydeke01,Vezina,1976,NHL,shared,
larocmi01,Vezina,1976,NHL,shared,
laflegu01,Art Ross,1977,NHL,,
bossymi01,Calder,1977,NHL,,
robinla01,Conn Smythe,1977,NHL,,
drydeke01,First Team All-Star,1977,NHL,,G
gillicl01,First Team All-Star,1977,NHL,,LW
laflegu01,First Team All-Star,1977,NHL,,RW
parkbr01,First Team All-Star,1977,NHL,,D
potvide01,First Team All-Star,1977,NHL,,D
trottbr01,First Team All-Star,1977,NHL,,C
laflegu01,Hart,1977,NHL,,
gorinbu01,Lady Byng,1977,NHL,,
gorinbu01,Masterton,1977,NHL,,
potvide01,Norris,1977,NHL,,
laflegu01,Pearson,1977,NHL,,
bossymi01,Second Team All-Star,1977,NHL,,RW
edwardo01,Second Team All-Star,1977,NHL,,G
robinla01,Second Team All-Star,1977,NHL,,D
salmibo01,Second Team All-Star,1977,NHL,,D
shuttst01,Second Team All-Star,1977,NHL,,LW
sittlda01,Second Team All-Star,1977,NHL,,C
gainebo01,Selke,1977,NHL,,
drydeke01,Vezina,1977,NHL,shared,
larocmi01,Vezina,1977,NHL,shared,
trottbr01,Art Ross,1978,NHL,,
smithbo01,Calder,1978,NHL,,
gainebo01,Conn Smythe,1978,NHL,,
drydeke01,First Team All-Star,1978,NHL,,G
gillicl01,First Team All-Star,1978,NHL,,LW
laflegu01,First Team All-Star,1978,NHL,,RW
potvide01,First Team All-Star,1978,NHL,,D
robinla01,First Team All-Star,1978,NHL,,D
trottbr01,First Team All-Star,1978,NHL,,C
trottbr01,Hart,1978,NHL,,
macmibo01,Lady Byng,1978,NHL,,
savarse01,Masterton,1978,NHL,,
potvide01,Norris,1978,NHL,,
dionnma01,Pearson,1978,NHL,,
barbebi01,Second Team All-Star,1978,NHL,,LW
bossymi01,Second Team All-Star,1978,NHL,,RW
dionnma01,Second Team All-Star,1978,NHL,,C
reschgl01,Second Team All-Star,1978,NHL,,G
salmibo01,Second Team All-Star,1978,NHL,,D
savarse01,Second Team All-Star,1978,NHL,,D
gainebo01,Selke,1978,NHL,,
drydeke01,Vezina,1978,NHL,shared,
larocmi01,Vezina,1978,NHL,shared,
dionnma01,Art Ross,1979,NHL,,
bourqra01,Calder,1979,NHL,,
trottbr01,Conn Smythe,1979,NHL,,
bourqra01,First Team All-Star,1979,NHL,,D
dionnma01,First Team All-Star,1979,NHL,,C
esposto01,First Team All-Star,1979,NHL,,G
laflegu01,First Team All-Star,1979,NHL,,RW
robinla01,First Team All-Star,1979,NHL,,D
simmech01,First Team All-Star,1979,NHL,,LW
gretzwa01,Hart,1979,NHL,,
gretzwa01,Lady Byng,1979,NHL,,
macadal01,Masterton,1979,NHL,,
robinla01,Norris,1979,NHL,,
dionnma01,Pearson,1979,NHL,,
edwardo01,Second Team All-Star,1979,NHL,,G
gareda01,Second Team All-Star,1979,NHL,,RW
gretzwa01,Second Team All-Star,1979,NHL,,C
salmibo01,Second Team All-Star,1979,NHL,,D
schoeji01,Second Team All-Star,1979,NHL,,D
shuttst01,Second Team All-Star,1979,NHL,,LW
gainebo01,Selke,1979,NHL,,
edwardo01,Vezina,1979,NHL,shared,
sauvebo01,Vezina,1979,NHL,shared,
gretzwa01,Art Ross,1980,NHL,,
stastpe01,Calder,1980,NHL,,
gorinbu01,Conn Smythe,1980,NHL,,
bossymi01,First Team All-Star,1980,NHL,,RW
carlyra01,First Team All-Star,1980,NHL,,D
gretzwa01,First Team All-Star,1980,NHL,,C
liutmi01,First Team All-Star,1980,NHL,,G
potvide01,First Team All-Star,1980,NHL,,D
simmech01,First Team All-Star,1980,NHL,,LW
gretzwa01,Hart,1980,NHL,,
kehoeri01,Lady Byng,1980,NHL,,
dunlobl01,Masterton,1980,NHL,,
carlyra01,Norris,1980,NHL,,
liutmi01,Pearson,1980,NHL,,
barbebi01,Second Team All-Star,1980,NHL,,LW
bourqra01,Second Team All-Star,1980,NHL,,D
dionnma01,Second Team All-Star,1980,NHL,,C
lessama01,Second Team All-Star,1980,NHL,,G
robinla01,Second Team All-Star,1980,NHL,,D
tayloda01,Second Team All-Star,1980,NHL,,RW
gainebo01,Selke,1980,NHL,,
herrode01,Vezina,1980,NHL,shared,
larocmi01,Vezina,1980,NHL,shared,
sevigri01,Vezina,1980,NHL,shared,
gretzwa01,Art Ross,1981,NHL,,
hawerda01,Calder,1981,NHL,,
bossymi01,Conn Smythe,1981,NHL,,
bossymi01,First Team All-Star,1981,NHL,,RW
bourqra01,First Team All-Star,1981,NHL,,D
gretzwa01,First Team All-Star,1981,NHL,,C
messima01,First Team All-Star,1981,NHL,,LW
smithbi01,First Team All-Star,1981,NHL,,G
wilsodo01,First Team All-Star,1981,NHL,,D
gretzwa01,Hart,1981,NHL,,
herrode01,Jennings,1981,NHL,shared,
wamslri01,Jennings,1981,NHL,shared,
middlri01,Lady Byng,1981,NHL,,
reschgl01,Masterton,1981,NHL,,
wilsodo01,Norris,1981,NHL,,
gretzwa01,Pearson,1981,NHL,,
coffepa01,Second Team All-Star,1981,NHL,,D
engblbr01,Second Team All-Star,1981,NHL,,D
fuhrgr01,Second Team All-Star,1981,NHL,,G
middlri01,Second Team All-Star,1981,NHL,,RW
toneljo01,Second Team All-Star,1981,NHL,,LW
trottbr01,Second Team All-Star,1981,NHL,,C
kaspest01,Selke,1981,NHL,,
smithbi01,Vezina,1981,NHL,,
daousda01,All-Rookie,1982,NHL,,C
houslph01,All-Rookie,1982,NHL,,D
larmest01,All-Rookie,1982,NHL,,RW
lindbpe01,All-Rookie,1982,NHL,,G
nasluma01,All-Rookie,1982,NHL,,LW
stevesc01,All-Rookie,1982,NHL,,D
gretzwa01,Art Ross,1982,NHL,,
larmest01,Calder,1982,NHL,,
smithbi01,Conn Smythe,1982,NHL,,
bossymi01,First Team All-Star,1982,NHL,,RW
gretzwa01,First Team All-Star,1982,NHL,,C
howema01,First Team All-Star,1982,NHL,,D
langwro01,First Team All-Star,1982,NHL,,D
messima01,First Team All-Star,1982,NHL,,LW
