coachID,year,tmID,lgID,stint,notes,g,w,l,t,postg,postw,postl,postt
crispte01c,1996,TBL,NHL,1,,82,32,40,10,,,,
crispte01c,1997,TBL,NHL,1,,11,2,7,2,,,,
crozijo01c,1971,BUF,NHL,3,,36,8,19,9,,,,
crozijo01c,1972,BUF,NHL,1,,78,37,27,14,6,2,4,0
crozijo01c,1973,BUF,NHL,1,,78,32,34,12,,,,
crozijo01c,1974,VAB,WHA,1,,78,37,39,2,,,,
crozijo01c,1975,CAC,WHA,1,,80,41,35,4,10,5,5,0
crozijo01c,1976,CAC,WHA,1,,81,31,43,7,,,,
crozijo01c,1980,TOR,NHL,1,,40,13,22,5,,,,
croziro01c,1981,WAS,NHL,2,,1,0,1,0,,,,
cunnera01c,2011,MTL,NHL,2,,50,18,23,9,,,,
cunnijo01c,1982,HAR,NHL,3,,13,3,9,1,,,,
cunnijo01c,1989,NJD,NHL,2,,66,31,28,7,6,2,4,0
cunnijo01c,1990,NJD,NHL,1,,67,28,28,11,,,,
curryal01c,1925,OTS,NHL,1,,36,24,8,4,2,0,1,1
dandule01c,1921,MTL,NHL,2,,17,10,6,1,,,,
dandule01c,1922,MTL,NHL,1,,24,13,9,2,2,1,1,0
dandule01c,1923,MTL,NHL,1,,24,13,11,0,6,6,0,0
dandule01c,1924,MTL,NHL,1,,30,17,11,2,6,3,3,0
dandule01c,1925,MTL,NHL,1,,36,11,24,1,,,,
dandule01c,1934,MTL,NHL,2,,32,14,15,3,2,0,2,0
dayha01c,1940,TOR,NHL,1,,48,28,14,6,7,3,4,0
dayha01c,1941,TOR,NHL,1,,48,27,18,3,13,8,5,0
dayha01c,1942,TOR,NHL,1,,50,22,19,9,6,2,4,0
dayha01c,1943,TOR,NHL,1,,50,23,23,4,5,1,4,0
dayha01c,1944,TOR,NHL,1,,50,24,22,4,13,8,5,0
dayha01c,1945,TOR,NHL,1,,50,19,24,7,,,,
dayha01c,1946,TOR,NHL,1,,60,31,19,10,11,8,3,0
dayha01c,1947,TOR,NHL,1,,60,32,15,13,9,8,1,0
dayha01c,1948,TOR,NHL,1,,60,22,25,13,9,8,1,0
dayha01c,1949,TOR,NHL,1,,70,31,27,12,7,3,4,0
deabi01c,1981,DET,NHL,2,,11,3,8,0,,,,
deboepe01c,2008,FLO,NHL,1,,82,41,30,11,,,,
deboepe01c,2009,FLO,NHL,1,,82,32,37,13,,,,
deboepe01c,2010,FLO,NHL,1,,82,30,40,12,,,,
deboepe01c,2011,NJD,NHL,1,,82,48,28,6,24,14,10,0
delveal01c,1973,DET,NHL,2,,67,27,31,9,,,,
delveal01c,1974,DET,NHL,1,,80,23,45,12,,,,
delveal01c,1975,DET,NHL,2,,54,19,29,6,,,,
delveal01c,1976,DET,NHL,1,,44,13,26,5,,,,
demerja01c,1975,IND,WHA,2,,75,34,35,6,7,3,4,0
demerja01c,1976,IND,WHA,1,,81,36,37,8,9,5,4,0
demerja01c,1977,CIN,WHA,1,,75,33,39,3,,,,
demerja01c,1978,QUN,WHA,1,,80,41,34,5,4,0,4,0
demerja01c,1979,QUE,NHL,1,,80,25,44,11,,,,
demerja01c,1983,STL,NHL,1,,80,32,41,7,11,6,5,0
demerja01c,1984,STL,NHL,1,,80,37,31,12,3,0,3,0
demerja01c,1985,STL,NHL,1,,80,37,34,9,19,10,9,0
demerja01c,1986,DET,NHL,1,,80,34,36,10,16,9,7,0
demerja01c,1987,DET,NHL,1,,80,41,28,11,16,9,7,0
demerja01c,1988,DET,NHL,1,,80,34,34,12,6,2,4,0
demerja01c,1989,DET,NHL,1,,80,28,38,14,,,,
demerja01c,1992,MTL,NHL,1,,84,48,30,6,20,16,4,0
demerja01c,1993,MTL,NHL,1,,84,41,29,14,7,3,4,0
demerja01c,1994,MTL,NHL,1,,48,18,23,7,,,,
demerja01c,1995,MTL,NHL,1,,4,0,4,0,,,,
demerja01c,1997,TBL,NHL,3,,65,15,42,8,,,,
demerja01c,1998,TBL,NHL,1,,82,19,54,9,,,,
dennecy01c,1928,BOS,NHL,1,,44,26,13,5,5,5,0,0
dennecy01c,1932,OTS,NHL,1,,48,11,27,10,,,,
dineebi01c,1972,HOU,WHA,1,,78,39,35,4,10,4,6,0
dineebi01c,1973,HOU,WHA,1,,78,48,25,5,14,12,2,0
dineebi01c,1974,HOU,WHA,1,,78,53,25,0,13,12,1,0
dineebi01c,1975,HOU,WHA,1,,80,53,27,0,17,8,9,0
dineebi01c,1976,HOU,WHA,1,,80,50,24,6,11,6,5,0
dineebi01c,1977,HOU,WHA,1,,80,42,34,4,6,2,4,0
dineebi01c,1978,NEW,WHA,1,,71,33,29,9,,,,
dineebi01c,1991,PHI,NHL,2,,56,24,23,9,,,,
dineebi01c,1992,PHI,NHL,1,,84,36,37,11,,,,
dineeke01c,2011,FLO,NHL,1,,82,38,26,18,7,3,4,0
dorvana01c,1911,MOC,NHA,1,,18,8,10,0,,,,
dorvana01c,1912,MOC,NHA,1,,20,9,11,0,,,,
drakecl01c,1975,EDO,WHA,1,,48,18,28,2,,,,
dudleri01c,1989,BUF,NHL,1,,80,45,27,8,6,2,4,0
dudleri01c,1990,BUF,NHL,1,,80,31,30,19,6,2,4,0
dudleri01c,1991,BUF,NHL,1,,28,9,15,4,,,,
dudleri01c,2003,FLO,NHL,2,,40,13,18,9,,,,
duffdi01c,1979,TOR,NHL,2,,2,0,2,0,,,,
dugalju01c,1938,MTL,NHL,2,,18,9,6,3,3,1,2,0
duncaar01c,1926,DTC,NHL,1,,33,10,21,2,,,,
duncaar01c,1930,TOR,NHL,2,,42,21,13,8,2,0,1,1
duncaar01c,1931,TOR,NHL,1,,5,0,3,2,,,,
duttore01c,1935,NYA,NHL,1,,48,16,25,7,5,2,3,0
duttore01c,1936,NYA,NHL,1,,48,15,29,4,,,,
duttore01c,1937,NYA,NHL,1,,48,19,18,11,6,3,3,0
duttore01c,1938,NYA,NHL,1,,48,17,21,10,2,0,2,0
duttore01c,1939,NYA,NHL,1,,48,15,29,4,3,1,2,0
duttore01c,1940,NYA,NHL,1,,48,8,29,11,,,,
duttore01c,1941,BKN,NHL,1,,48,16,29,3,,,,
eddolfr01c,1954,CHI,NHL,1,,70,13,40,17,,,,
esposph01c,1986,NYR,NHL,3,,43,24,19,0,6,2,4,0
esposph01c,1988,NYR,NHL,2,,2,0,2,0,4,0,4,0
evansja01c,1975,CLF,NHL,1,,80,27,42,11,,,,
evansja01c,1976,CLE,NHL,1,,80,25,42,13,,,,
evansja01c,1977,CLE,NHL,1,,80,22,45,13,,,,
evansja01c,1983,HAR,NHL,1,,80,28,42,10,,,,
evansja01c,1984,HAR,NHL,1,,80,30,41,9,,,,
evansja01c,1985,HAR,NHL,1,,80,40,36,4,10,6,4,0
evansja01c,1986,HAR,NHL,1,,80,43,30,7,6,2,4,0
evansja01c,1987,HAR,NHL,1,,54,22,25,7,,,,
fashogo01c,1967,OAK,NHL,2,,10,4,5,1,,,,
fergujo01c,1975,NYR,NHL,2,,41,14,22,5,,,,
fergujo01c,1976,NYR,NHL,1,,80,29,37,14,,,,
fergujo01c,1985,WIN,NHL,2,,14,7,6,1,3,0,3,0
filioma01c,1972,QUN,WHA,2,,76,32,39,5,,,,
filioma01c,1977,QUN,WHA,2,,21,13,7,1,11,5,6,0
filioma01c,1980,QUE,NHL,1,,6,1,3,2,,,,
francbo01c,1999,PHO,NHL,1,,82,39,35,8,5,1,4,0
francbo01c,2000,PHO,NHL,1,,82,35,30,17,,,,
francbo01c,2001,PHO,NHL,1,,82,40,33,9,5,1,4,0
francbo01c,2002,PHO,NHL,1,,82,31,40,11,,,,
francbo01c,2003,PHO,NHL,1,,62,20,27,15,,,,
francem01c,1965,NYR,NHL,2,,50,13,31,6,,,,
francem01c,1966,NYR,NHL,1,,70,30,28,12,4,0,4,0
francem01c,1967,NYR,NHL,1,,74,39,23,12,6,2,4,0
francem01c,1968,NYR,NHL,2,,33,19,8,6,4,0,4,0
francem01c,1969,NYR,NHL,1,,76,38,22,16,6,2,4,0
francem01c,1970,NYR,NHL,1,,78,49,18,11,13,7,6,0
francem01c,1971,NYR,NHL,1,,78,48,17,13,16,10,6,0
francem01c,1972,NYR,NHL,1,,78,47,23,8,10,5,5,0
francem01c,1973,NYR,NHL,2,,37,22,10,5,13,7,6,0
francem01c,1974,NYR,NHL,1,,80,37,29,14,3,1,2,0
francem01c,1976,STL,NHL,1,,80,32,39,9,4,0,4,0
francem01c,1981,STL,NHL,2,,12,4,6,2,10,5,5,0
francem01c,1982,STL,NHL,1,,32,10,19,3,,,,
frasecu01c,1999,ATL,NHL,1,,82,14,61,7,,,,
frasecu01c,2000,ATL,NHL,1,,82,23,47,12,,,,
frasecu01c,2001,ATL,NHL,1,,82,19,52,11,,,,
frasecu01c,2002,ATL,NHL,1,,33,8,24,1,,,,
fredrfr01c,1929,PIP,NHL,1,,44,5,36,3,,,,
ftorero01c,1987,LAK,NHL,3,,52,23,25,4,5,1,4,0
ftorero01c,1988,LAK,NHL,1,,80,42,31,7,11,4,7,0
ftorero01c,1998,NJD,NHL,1,,82,47,24,11,7,3,4,0
ftorero01c,1999,NJD,NHL,1,,74,41,25,8,,,,
ftorero01c,2001,BOS,NHL,1,,82,43,33,6,6,2,4,0
ftorero01c,2002,BOS,NHL,1,,73,33,32,8,,,,
gadsbbi01c,1968,DET,NHL,1,,76,33,31,12,,,,
gadsbbi01c,1969,DET,NHL,1,,2,2,0,0,,,,
gainebo01c,1990,MNS,NHL,1,,80,27,39,14,23,14,9,0
gainebo01c,1991,MNS,NHL,1,,80,32,42,6,7,3,4,0
gainebo01c,1992,MNS,NHL,1,,84,36,38,10,,,,
gainebo01c,1993,DAL,NHL,1,,84,42,29,13,9,5,4,0
gainebo01c,1994,DAL,NHL,1,,48,17,23,8,5,1,4,0
gainebo01c,1995,DAL,NHL,1,,39,11,19,9,,,,
gainebo01c,2005,MTL,NHL,2,,41,23,15,3,6,2,4,0
gainebo01c,2008,MTL,NHL,2,,16,6,6,4,4,0,4,0
gallage01c,2003,CBS,NHL,2,,45,16,25,4,,,,
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
gallage01c,2006,CBS,NHL,1,,15,5,9,1,,,,
gardihe01c,1922,CAT,WCHL,1,,30,12,18,0,,,,
gardihe01c,1923,CAT,WCHL,1,,30,18,11,1,7,3,3,1
gardihe01c,1924,CAT,WCHL,1,,28,17,11,0,2,0,1,1
gardihe01c,1925,CAT,WCHL,1,,30,10,17,3,,,,
gardihe01c,1928,CHI,NHL,1,,32,5,23,4,,,,
gardnji01c,1910,MOW,NHA,1,,16,7,9,0,,,,
gardnji01c,1911,NWR,PCHA,1,,15,9,6,0,,,,
gardnji01c,1912,NWR,PCHA,1,,13,4,9,0,,,,
gardnji01c,1913,MOC,NHA,1,,20,13,7,0,,,,
gardnji01c,1914,MOC,NHA,1,,20,6,14,0,,,,
gardnji01c,1924,HAM,NHL,1,,30,19,10,1,,,,
garvite01c,1973,DET,NHL,1,,11,2,8,1,,,,
gendrje01c,1974,QUN,WHA,1,,78,46,32,0,15,8,7,0
gendrje01c,1975,QUN,WHA,1,,81,50,27,4,5,1,4,0
geoffbe01c,1968,NYR,NHL,1,,43,22,18,3,,,,
geoffbe01c,1972,ATF,NHL,1,,78,25,38,15,,,,
geoffbe01c,1973,ATF,NHL,1,,78,30,34,14,4,0,4,0
geoffbe01c,1974,ATF,NHL,1,,52,22,20,10,,,,
geoffbe01c,1979,MTL,NHL,1,,30,15,9,6,,,,
gerared01c,1916,OT1,NHA,1,,20,15,5,0,,,,
gerared01c,1917,OTS,NHL,1,,22,9,13,0,,,,
gerared01c,1924,MTM,NHL,1,,30,9,19,2,,,,
gerared01c,1925,MTM,NHL,1,,36,20,11,5,8,5,1,2
gerared01c,1926,MTM,NHL,1,,44,20,20,4,2,0,1,1
gerared01c,1927,MTM,NHL,1,,44,24,14,6,9,5,3,1
gerared01c,1928,MTM,NHL,1,,44,15,20,9,,,,
gerared01c,1930,NYA,NHL,1,,44,18,16,10,,,,
gerared01c,1931,NYA,NHL,1,,48,16,24,8,,,,
gerared01c,1932,MTM,NHL,1,,48,22,20,6,2,0,2,0
gerared01c,1933,MTM,NHL,1,,48,19,18,11,4,1,2,1
gerared01c,1934,STE,NHL,1,,13,2,11,0,,,,
gilbegr01c,2000,CAL,NHL,2,,14,4,8,2,,,,
gilbegr01c,2001,CAL,NHL,1,,82,32,38,12,,,,
gilbegr01c,2002,CAL,NHL,1,,25,6,16,3,,,,
gillda01c,1926,OTS,NHL,1,,44,30,10,4,6,3,0,3
gillda01c,1927,OTS,NHL,1,,44,20,14,10,2,0,2,0
gillda01c,1928,OTS,NHL,1,,44,14,17,13,,,,
glovefr01c,1968,OAK,NHL,1,,76,29,36,11,7,3,4,0
glovefr01c,1969,OAK,NHL,1,,76,22,40,14,4,0,4,0
glovefr01c,1970,CLF,NHL,1,,78,20,53,5,,,,
glovefr01c,1971,CLF,NHL,1,,3,0,1,2,,,,
glovefr01c,1971,LAK,NHL,2,,68,18,42,8,,,,
glovefr01c,1972,CLF,NHL,2,,66,14,39,13,,,,
glovefr01c,1973,CLF,NHL,1,,57,11,38,8,,,,
goldsbi01c,1977,IND,WHA,2,,29,8,20,1,,,,
goodfeb01c,1950,CHI,NHL,1,,70,13,47,10,,,,
goodfeb01c,1951,CHI,NHL,1,,70,17,44,9,,,,
gordoja01c,1970,MNS,NHL,1,,78,28,34,16,12,6,6,0
gordoja01c,1971,MNS,NHL,1,,78,37,29,12,7,3,4,0
gordoja01c,1972,MNS,NHL,1,,78,37,30,11,6,2,4,0
gordoja01c,1973,MNS,NHL,1,,17,3,8,6,,,,
gordoja01c,1974,MNS,NHL,1,,38,11,22,5,,,,
gordosc01c,2008,NYI,NHL,1,,82,26,47,9,,,,
gordosc01c,2009,NYI,NHL,1,,82,34,37,11,,,,
gordosc01c,2010,NYI,NHL,1,,17,4,10,3,,,,
gorinbu01c,1985,BOS,NHL,1,,80,37,31,12,3,0,3,0
gorinbu01c,1986,BOS,NHL,1,,13,5,7,1,,,,
gorinbu01c,1999,NYI,NHL,1,,82,24,49,9,,,,
gorinbu01c,2000,NYI,NHL,1,,65,17,43,5,,,,
gormato01c,1925,NYA,NHL,1,,36,12,20,4,,,,
gormato01c,1928,NYA,NHL,1,,44,19,13,12,2,0,1,1
gormato01c,1932,CHI,NHL,3,,25,8,11,6,,,,
gormato01c,1933,CHI,NHL,1,,48,20,17,11,8,6,1,1
gormato01c,1934,MTM,NHL,1,,48,24,19,5,7,5,0,2
gormato01c,1935,MTM,NHL,1,,48,22,16,10,3,0,3,0
gormato01c,1936,MTM,NHL,1,,48,22,17,9,5,2,3,0
gormato01c,1937,MTM,NHL,2,,30,6,19,5,,,,
gottsjo01c,1944,CHI,NHL,2,,49,13,29,7,,,,
gottsjo01c,1945,CHI,NHL,1,,50,23,20,7,4,0,4,0
gottsjo01c,1946,CHI,NHL,1,,60,19,37,4,,,,
gottsjo01c,1947,CHI,NHL,1,,28,7,19,2,,,,
goyetph01c,1972,NYI,NHL,1,,48,6,38,4,,,,
grahadi01c,1998,CHI,NHL,1,,59,16,35,8,,,,
granato01c,2002,COL,NHL,2,,51,32,15,4,7,3,4,0
granato01c,2003,COL,NHL,1,,82,40,29,13,11,6,5,0
granato01c,2008,COL,NHL,1,,82,32,45,5,,,,
greenga01c,1979,WAS,NHL,2,,64,23,30,11,,,,
greenga01c,1980,WAS,NHL,1,,80,26,36,18,,,,
greenga01c,1981,WAS,NHL,1,,13,1,12,0,,,,
greenpe01c,1919,OTS,NHL,1,,24,19,5,0,5,3,2,0
greenpe01c,1920,OTS,NHL,1,,24,14,10,0,7,5,2,0
greenpe01c,1921,OTS,NHL,1,,24,14,8,2,2,0,1,1
greenpe01c,1922,OTS,NHL,1,,24,14,9,1,8,6,2,0
greenpe01c,1923,OTS,NHL,1,,24,16,8,0,2,0,2,0
greenpe01c,1924,OTS,NHL,1,,30,17,12,1,,,,
greensh01c,1927,NYA,NHL,1,,44,11,27,6,,,,
greente01c,1991,EDM,NHL,1,,80,36,34,10,16,8,8,0
greente01c,1992,EDM,NHL,1,,84,26,50,8,,,,
greente01c,1993,EDM,NHL,1,,24,3,18,3,,,,
gretzwa01c,2005,PHO,NHL,1,,82,38,39,5,,,,
gretzwa01c,2006,PHO,NHL,1,,82,31,46,5,,,,
gretzwa01c,2007,PHO,NHL,1,,82,38,37,7,,,,
gretzwa01c,2008,PHO,NHL,1,,82,36,39,7,,,,
gretzwa01c,2009,PHO,NHL,1,,82,50,25,7,7,3,4,0
guidoal01c,1978,COR,NHL,2,,59,12,39,8,,,,
guidobe01c,1972,BOS,NHL,2,,26,20,6,0,5,1,4,0
guidobe01c,1973,BOS,NHL,1,,78,52,17,9,16,10,6,0
guidobe01c,1974,KCS,NHL,1,,80,15,54,11,,,,
guidobe01c,1975,KCS,NHL,1,,45,11,30,4,,,,
guidobe01c,1976,EDO,WHA,1,,63,25,36,2,,,,
gulutgl01c,2011,DAL,NHL,1,,82,42,35,5,,,,
hanlogl01c,2003,WAS,NHL,2,,54,15,30,9,,,,
hanlogl01c,2005,WAS,NHL,1,,82,29,41,12,,,,
hanlogl01c,2006,WAS,NHL,1,,82,28,40,14,,,,
hanlogl01c,2007,WAS,NHL,1,,21,6,14,1,,,,
hannajo01c,1974,CLC,WHA,1,,33,14,18,1,,,,
hareto01c,1909,COB,NHA,1,,12,4,8,0,,,,
harknne01c,1970,DET,NHL,1,,38,12,22,4,,,,
harribi01c,1972,OTN,WHA,1,,78,35,39,4,5,1,4,0
harribi01c,1973,TOT,WHA,1,,78,41,33,4,12,7,5,0
harribi01c,1974,TOT,WHA,1,,41,23,17,1,,,,
harrite01c,1975,MNS,NHL,1,,80,20,53,7,,,,
harrite01c,1976,MNS,NHL,1,,80,23,39,18,2,0,2,0
harrite01c,1977,MNS,NHL,1,,19,5,12,2,,,,
hartce01c,1926,MTL,NHL,1,,44,28,14,2,4,1,1,2
hartce01c,1927,MTL,NHL,1,,44,26,11,7,2,0,1,1
hartce01c,1928,MTL,NHL,1,,44,22,7,15,3,0,3,0
hartce01c,1929,MTL,NHL,1,,44,21,14,9,6,5,0,1
hartce01c,1930,MTL,NHL,1,,44,26,10,8,10,6,4,0
hartce01c,1931,MTL,NHL,1,,48,25,16,7,4,1,3,0
hartce01c,1936,MTL,NHL,1,,48,24,18,6,5,2,3,0
hartce01c,1937,MTL,NHL,1,,48,18,17,13,3,1,2,0
hartce01c,1938,MTL,NHL,1,,30,6,18,6,,,,
hartlbo01c,1998,COL,NHL,1,,82,44,28,10,19,11,8,0
hartlbo01c,1999,COL,NHL,1,,82,42,29,11,17,11,6,0
hartlbo01c,2000,COL,NHL,1,,82,52,20,10,23,16,7,0
hartlbo01c,2001,COL,NHL,1,,82,45,29,8,21,11,10,0
hartlbo01c,2002,COL,NHL,1,,31,10,12,9,,,,
hartlbo01c,2002,ATL,NHL,3,,39,19,15,5,,,,
hartlbo01c,2003,ATL,NHL,1,,82,33,41,8,,,,
hartlbo01c,2005,ATL,NHL,1,,82,41,33,8,,,,
hartlbo01c,2006,ATL,NHL,1,,82,43,28,11,4,0,4,0
hartlbo01c,2007,ATL,NHL,1,,6,0,6,0,,,,
hartscr01c,1995,CHI,NHL,1,,82,40,28,14,10,6,4,0
hartscr01c,1996,CHI,NHL,1,,82,34,35,13,6,2,4,0
hartscr01c,1997,CHI,NHL,1,,82,30,39,13,,,,
hartscr01c,1998,ANA,NHL,1,,82,35,34,13,4,0,4,0
hartscr01c,1999,ANA,NHL,1,,82,34,36,12,,,,
hartscr01c,2000,ANA,NHL,1,,33,11,18,4,,,,
hartscr01c,2008,OTT,NHL,1,,48,17,24,7,,,,
harvedo01c,1961,NYR,NHL,1,,70,26,32,12,6,2,4,0
haydo01c,1996,PHO,NHL,1,,82,38,37,7,7,3,4,0
haydo01c,2000,CAL,NHL,1,,68,23,32,13,,,,
heffefr01c,1919,TRS,NHL,1,,12,5,7,0,,,,
hennilo01c,1985,MNS,NHL,1,,80,38,33,9,5,2,3,0
hennilo01c,1986,MNS,NHL,1,,78,30,39,9,,,,
hennilo01c,1994,NYI,NHL,1,,48,15,28,5,,,,
hennilo01c,2000,NYI,NHL,2,,17,4,11,2,,,,
henryca01c,1972,NRA,WHA,1,,77,32,43,2,,,,
henryca01c,1973,NYJ,WHA,1,,20,6,12,2,,,,
hillmla01c,1977,WIJ,WHA,1,,80,50,28,2,9,8,1,0
hillmla01c,1978,WIJ,WHA,1,,61,28,27,6,,,,
hitchke01c,1995,DAL,NHL,2,,43,15,23,5,,,,
hitchke01c,1996,DAL,NHL,1,,82,48,26,8,7,3,4,0
hitchke01c,1997,DAL,NHL,1,,82,49,22,11,17,10,7,0
hitchke01c,1998,DAL,NHL,1,,82,51,19,12,23,16,7,0
hitchke01c,1999,DAL,NHL,1,,82,43,29,10,23,14,9,0
hitchke01c,2000,DAL,NHL,1,,82,48,26,8,10,4,6,0
hitchke01c,2001,DAL,NHL,1,,50,23,21,6,,,,
hitchke01c,2002,PHI,NHL,1,,82,45,24,13,13,6,7,0
hitchke01c,2003,PHI,NHL,1,,82,40,27,15,18,11,7,0
hitchke01c,2005,PHI,NHL,1,,82,45,26,11,6,2,4,0
hitchke01c,2006,PHI,NHL,1,,8,1,6,1,,,,
hitchke01c,2006,CBS,NHL,3,,62,28,29,5,,,,
hitchke01c,2007,CBS,NHL,1,,82,34,36,12,,,,
hitchke01c,2008,CBS,NHL,1,,82,41,31,10,4,0,4,0
hitchke01c,2009,CBS,NHL,1,,58,22,27,9,,,,
hitchke01c,2011,STL,NHL,2,,69,43,15,11,9,4,5,0
hlinkiv01c,2000,PIT,NHL,1,,82,42,31,9,18,9,9,0
hlinkiv01c,2001,PIT,NHL,1,,4,0,4,0,,,,
holmgpa01c,1988,PHI,NHL,1,,80,36,36,8,19,10,9,0
holmgpa01c,1989,PHI,NHL,1,,80,30,39,11,,,,
holmgpa01c,1990,PHI,NHL,1,,80,33,37,10,,,,
holmgpa01c,1991,PHI,NHL,1,,24,8,14,2,,,,
holmgpa01c,1992,HAR,NHL,1,,84,26,52,6,,,,
holmgpa01c,1993,HAR,NHL,1,,17,4,11,2,,,,
holmgpa01c,1994,HAR,NHL,1,,48,19,24,5,,,,
holmgpa01c,1995,HAR,NHL,1,,12,5,6,1,,,,
howelha01c,1973,NYJ,WHA,2,,58,26,30,2,,,,
howelha01c,1974,SDM,WHA,1,,78,43,31,4,10,4,6,0
howelha01c,1978,MNS,NHL,1,,11,3,6,2,,,,
huculsa01c,1974,PHR,WHA,1,,78,39,31,8,5,1,4,0
huculsa01c,1975,PHR,WHA,1,,80,39,35,6,5,2,3,0
hullbo01c,1972,WIJ,WHA,1,,78,43,31,4,14,9,5,0
hullbo01c,1973,WIJ,WHA,1,,78,34,39,5,4,0,4,0
hullbo01c,1974,WIJ,WHA,2,,13,4,9,0,,,,
huntebi01c,1974,EDO,WHA,2,,19,6,12,1,,,,
huntebi01c,1975,EDO,WHA,2,,33,9,21,3,4,0,4,0
hunteda02c,2011,WAS,NHL,2,,60,30,23,7,14,7,7,0
imlacpu01c,1958,TOR,NHL,2,,50,22,20,8,12,5,7,0
imlacpu01c,1959,TOR,NHL,1,,70,35,26,9,10,4,6,0
imlacpu01c,1960,TOR,NHL,1,,70,39,19,12,5,1,4,0
imlacpu01c,1961,TOR,NHL,1,,70,37,22,11,12,8,4,0
imlacpu01c,1962,TOR,NHL,1,,70,35,23,12,10,8,2,0
imlacpu01c,1963,TOR,NHL,1,,70,33,25,12,14,8,6,0
imlacpu01c,1964,TOR,NHL,1,,70,30,26,14,6,2,4,0
imlacpu01c,1965,TOR,NHL,1,,70,34,25,11,4,0,4,0
imlacpu01c,1966,TOR,NHL,1,,70,32,27,11,12,8,4,0
imlacpu01c,1967,TOR,NHL,1,,74,33,31,10,,,,
imlacpu01c,1968,TOR,NHL,1,,76,35,26,15,4,0,4,0
imlacpu01c,1970,BUF,NHL,1,,78,24,39,15,,,,
imlacpu01c,1971,BUF,NHL,1,,41,8,23,10,,,,
imlacpu01c,1979,TOR,NHL,3,,10,5,5,0,3,0,3,0
ingarea01c,1972,NYI,NHL,2,,30,6,22,2,,,,
inglibi01c,1978,BUF,NHL,2,,56,28,18,10,3,1,2,0
ingraro01c,1975,SDM,WHA,1,,80,36,38,6,11,5,6,0
ingraro01c,1976,SDM,WHA,1,,81,40,37,4,7,3,4,0
ingraro01c,1977,IND,WHA,1,,51,16,31,4,,,,
irvindi01c,1928,CHI,NHL,2,,12,2,6,4,,,,
irvindi01c,1930,CHI,NHL,1,,44,24,17,3,9,5,3,1
irvindi01c,1931,TOR,NHL,2,,43,23,15,5,7,5,1,1
irvindi01c,1932,TOR,NHL,1,,48,24,18,6,9,4,5,0
irvindi01c,1933,TOR,NHL,1,,48,26,13,9,5,2,3,0
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
irvindi01c,1935,TOR,NHL,1,,48,23,19,6,9,4,5,0
irvindi01c,1936,TOR,NHL,1,,48,22,21,5,2,0,2,0
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
